# vostok matching ledger - generated by vostok.ledger.store. DO NOT hand-edit.
#   one row per target function; the derived roster is rebuilt from report.json
#
#   cur    fuzzy % in this build (noisy under LTCG/ICF)
#   max    peak for THIS source body (`hash`); resets only when `hash` changes.
#          Campaign goal: drive every max to 100.
#   hist   all-time peak; NEVER resets. hist > max = we had it better once.
#   tries  matcher dispatches that included this function (high = hard to match).
#          It moves ONLY when someone runs `vostok ledger tried` - a build that
#          changes the body does NOT bump it.
#   hash   12 hex chars of the function's own source body. Module/TU context is
#          deliberately excluded - it is diagnosis, not a gate.
#   cls    MATCH (statements identical) | SIZE (same count+geometry, bytes
#          differ) | QUANTITY (counts differ) | SPLIT (counts equal, unpairable)
#   status done (max>=100) | inprogress | blocked (something missing) |
#          parked (failed to raise it further)
mangled	unit	module	status	cls	cur	max	hist	tries	size	flags	hash	note
?poll_write@socket_ops@detail@asio@boost@@YAHIEAAVerror_code@system@4@@Z	boost/asio/detail/impl/socket_ops.ipp	boost	done	MATCH	100	100	100	1	592		2ff09933110c	auto: at 100% ceiling, demoted from queue
?poly_knots_count@animation@vostok@@YAIABVbi_spline_channel_animation_baked@12@@Z	vostok/animation/poly_curve_inline.h	animation	done	MATCH	100	100	100	2	303	f	4ba2d23ac98b	Build1e97b0ee verified baked channel data_type at target slot0: full raw class declarations/layout identical (7 entries). All 34 consumer rows and all global score/structure/hash fields unchanged; relocation retains100 and15/15 statements. Alias access unspecified in PDB; private placement preserves API.
?popCommandSet@DICommandQueue@Render@Scaleform@@IAEXPAVDICommandSet@23@W4DICommandSetType@23@@Z	src/render/render_drawableimage_queue.cpp	gfx	done	MATCH	100	100	100	0	135	f	6d70757c23af	
?pop_action@pddl_domain@planning@ai@vostok@@QAEPAVgeneralized_action@234@XZ	vostok/ai/sources/pddl_domain.cpp	ai	done	MATCH	100	100	100	1	24		e049b2690dfb	auto: at 100% ceiling, demoted from queue
?pop_action_instance@pddl_problem@planning@ai@vostok@@QAEPAVaction_instance@234@XZ	vostok/ai/sources/pddl_problem.cpp	ai	done	MATCH	100	100	100	1	90		477febc5fb35	auto: at 100% ceiling, demoted from queue
?pop_all_and_clear@?$intrusive_list@Umount_referer_base@vfs@vostok@@PAUmount_referer@23@$0A@Vmutex@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAEPAUmount_referer@vfs@2@PAI@Z	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	163		c669b7ea6037	
?pop_all_and_clear@?$intrusive_list@Vqueries_result@resources@vostok@@PAV123@$0CE@Vmutex@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAEPAVqueries_result@resources@2@PAI@Z	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	61	f	c669b7ea6037	
?pop_all_and_clear@?$intrusive_list@Vquery_result@resources@vostok@@PAV123@$0CGA@Vmutex@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAEPAVquery_result@resources@2@PAI@Z	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	94		c669b7ea6037	
?pop_all_and_clear@?$intrusive_list@Vresource_base@resources@vostok@@PAV123@$0LE@Vmutex@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAEPAVresource_base@resources@2@PAI@Z	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	60		c669b7ea6037	
?pop_aux_filter@pre_perceptors_filter@ai@vostok@@QAEPAVbase_filter@planning@23@XZ	vostok/ai/sources/pre_perceptors_filter.cpp	ai	done	MATCH	100	100	100	1	27		4fdd0b3c6267	auto: at 100% ceiling, demoted from queue
?pop_back@?$intrusive_double_linked_list@Vvfs_intrusive_mount_base@vfs@vostok@@V?$intrusive_ptr@Vvfs_mount@vfs@vostok@@Vvfs_intrusive_mount_base@23@Vsimple_lock@threading@3@@3@$03$07Vsimple_lock@threading@3@Vsize_policy@3@Vdebug_policy@3@@vostok@@QAE?AV?$intrusive_ptr@Vvfs_mount@vfs@vostok@@Vvfs_intrusive_mount_base@23@Vsimple_lock@threading@3@@2@PA_N@Z	vostok/intrusive_double_linked_list_inline.h	vostok	done	MATCH	100	100	100	1	485		f07e740ef478	Shared-header structure sweep: all open rows classified; flow-identical residues or localized downstream convention/retention boundaries, with no target-evidenced global declaration edit.
?pop_body_part@damage_model@survarium@@QAEPAVbody_part_parameters@2@XZ	vostok/game_core/sources/damage_model.cpp	game_core	done	MATCH	100	100	100	2	64		630e7f999842	auto: at 100% ceiling, demoted from queue
?pop_filter_list@action_instance@planning@ai@vostok@@QAEPAV?$intrusive_list@U?$intrusive_list_item@PAV?$intrusive_list@U?$intrusive_list_item@PAVbase_filter@planning@ai@vostok@@@planning@ai@vostok@@PAU1234@$03Vsingle_threading_policy@threading@4@Vsize_policy@4@Vno_debug_policy@4@@vostok@@@planning@ai@vostok@@PAU1234@$03Vsingle_threading_policy@threading@4@Vsize_policy@4@Vno_debug_policy@4@@4@XZ	vostok/ai/sources/action_instance.cpp	ai	done	MATCH	100	100	100	0	84		ba30d4b4f0a6	
?pop_filter_list@goal@planning@ai@vostok@@QAEPAV?$intrusive_list@U?$intrusive_list_item@PAV?$intrusive_list@U?$intrusive_list_item@PAVbase_filter@planning@ai@vostok@@@planning@ai@vostok@@PAU1234@$03Vsingle_threading_policy@threading@4@Vsize_policy@4@Vno_debug_policy@4@@vostok@@@planning@ai@vostok@@PAU1234@$03Vsingle_threading_policy@threading@4@Vsize_policy@4@Vno_debug_policy@4@@4@XZ	vostok/ai/sources/goal.cpp	ai	done	MATCH	100	100	100	0	84		167471f8a9ce	
?pop_front@?$intrusive_list@U?$intrusive_list_item@PAV?$intrusive_list@U?$intrusive_list_item@PAVbase_filter@planning@ai@vostok@@@planning@ai@vostok@@PAU1234@$03Vsingle_threading_policy@threading@4@Vsize_policy@4@Vno_debug_policy@4@@vostok@@@planning@ai@vostok@@PAU1234@$03Vsingle_threading_policy@threading@4@Vsize_policy@4@Vno_debug_policy@4@@vostok@@QAEPAU?$intrusive_list_item@PAV?$intrusive_list@U?$intrusive_list_item@PAVbase_filter@planning@ai@vostok@@@planning@ai@vostok@@PAU1234@$03Vsingle_threading_policy@threading@4@Vsize_policy@4@Vno_debug_policy@4@@vostok@@@planning@ai@2@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	178		f276e7ef9c8c	
?pop_front@?$intrusive_list@Ubooster_damage_protector@survarium@@PAU12@$0GI@Vsingle_threading_policy@threading@vostok@@Vsize_policy@5@Vno_debug_policy@5@@vostok@@QAEPAUbooster_damage_protector@survarium@@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	1	178		f276e7ef9c8c	auto: at 100% ceiling, demoted from queue
?pop_front@?$intrusive_list@Ufsm_state@ai@vostok@@PAU123@$03Vsingle_threading_policy@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAEPAUfsm_state@ai@2@XZ	vostok/intrusive_list_inline.h	vostok	parked				0	1	35	f		Retail is a 7-statement 35-byte optimized body; the only base same-source PDB identity is a 14-statement 178-byte /Od folded specialization, while fsm::pop_state has the correct caller shape. Residual is target out-of-line versus base-inline COMDAT convention.
?pop_front@?$intrusive_list@Ufsm_state_transition@ai@vostok@@PAU123@$0CE@Vsingle_threading_policy@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAEPAUfsm_state_transition@ai@2@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	178		f276e7ef9c8c	
?pop_front@?$intrusive_list@Umount_referer_base@vfs@vostok@@PAUmount_referer@23@$0A@Vmutex@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAEPAUmount_referer@vfs@2@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	193		f276e7ef9c8c	
?pop_front@?$intrusive_list@Unode_to_expand@vfs@vostok@@PAU123@$07Vsingle_threading_policy@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAEPAUnode_to_expand@vfs@2@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	178		f276e7ef9c8c	
?pop_front@?$intrusive_list@Upercept_memory_object@ai@vostok@@PAU123@$0CI@Vmutex@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAEPAUpercept_memory_object@ai@2@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	189		f276e7ef9c8c	
?pop_front@?$intrusive_list@V?$base_node@$00@vfs@vostok@@Uhelper@?$platform_pointer_selector@V?$base_node@$00@vfs@vostok@@$00@3@$0BI@Vsingle_threading_policy@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAE?AUhelper@?$platform_pointer_selector@V?$base_node@$00@vfs@vostok@@$00@2@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	344		f276e7ef9c8c	
?pop_front@?$intrusive_list@Vbase_filter@planning@ai@vostok@@PAV1234@$03Vmutex@threading@4@Vsize_policy@4@Vno_debug_policy@4@@vostok@@QAEPAVbase_filter@planning@ai@2@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	189		f276e7ef9c8c	
?pop_front@?$intrusive_list@Vgoal@planning@ai@vostok@@PAV1234@$0A@Vsingle_threading_policy@threading@4@Vsize_policy@4@Vno_debug_policy@4@@vostok@@QAEPAVgoal@planning@ai@2@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	182		f276e7ef9c8c	
?pop_front@?$intrusive_list@Vobject_weapon@survarium@@PAV12@$0M@Vmutex@threading@vostok@@Vsize_policy@5@Vno_debug_policy@5@@vostok@@QAEPAVobject_weapon@survarium@@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	1	76	f	f276e7ef9c8c	Shared-header structure sweep: all open rows classified; flow-identical residues or localized downstream convention/retention boundaries, with no target-evidenced global declaration edit.
?pop_front@?$intrusive_list@Vquery_result@resources@vostok@@PAV123@$0CFI@Vmutex@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAEPAVquery_result@resources@2@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	82	f	f276e7ef9c8c	
?pop_front@?$intrusive_list@Vsound_buffer@sound@vostok@@PAV123@$0BA@Vsingle_threading_policy@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAEPAVsound_buffer@sound@2@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	162		f276e7ef9c8c	
?pop_front@?$intrusive_list@Vudp_match_packet@network_core@vostok@@PAV123@$0BM@Vsingle_threading_policy@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAEPAVudp_match_packet@network_core@2@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	0	178		f276e7ef9c8c	
?pop_front@?$intrusive_list@Vvfs_mount@vfs@vostok@@V?$intrusive_ptr@Vvfs_mount@vfs@vostok@@Vvfs_intrusive_mount_base@23@Vsimple_lock@threading@3@@3@$0BE@Vsimple_lock@threading@3@Vsize_policy@3@Vno_debug_policy@3@@vostok@@QAE?AV?$intrusive_ptr@Vvfs_mount@vfs@vostok@@Vvfs_intrusive_mount_base@23@Vsimple_lock@threading@3@@2@XZ	vostok/intrusive_list_inline.h	vostok	done	MATCH	100	100	100	1	338		f276e7ef9c8c	Shared-header structure sweep: all open rows classified; flow-identical residues or localized downstream convention/retention boundaries, with no target-evidenced global declaration edit.
?pop_front@?$intrusive_mpsc_queue@Vasynchronous_device_query@fs_new@vostok@@V?$threads_channel_query_base_helper@Vasynchronous_device_query@fs_new@vostok@@@3@$0A@@vostok@@QAEPAVasynchronous_device_query@fs_new@2@AAPAV342@@Z	vostok/intrusive_mpsc_queue_inline.h	vostok	done	MATCH	100	100	100	1	122		26d4194ae4cf	auto: at 100% ceiling, demoted from queue
?pop_front@?$intrusive_queue@Vtask@tasks@vostok@@V123@$07Vmutex@threading@3@@vostok@@QAEPAVtask@tasks@2@XZ	vostok/intrusive_queue_inline.h	vostok	done	MATCH	100	100	100	2	124	f	182e6c5cfd04	Shared/header source and target structure were verified. Residual is target-only or differently owned COMDAT emission, /Od helper inline depth, compiled-assert attribution, secure-CRT context, or LTCG custom convention; no faithful per-function source edit can steer it.
?pop_front@?$intrusive_queue@Vtask@tasks@vostok@@V123@$0M@Vmutex@threading@3@@vostok@@QAEPAVtask@tasks@2@XZ	vostok/intrusive_queue_inline.h	vostok	done	MATCH	100	100	100	2	142	f	182e6c5cfd04	Shared/header source and target structure were verified. Residual is target-only or differently owned COMDAT emission, /Od helper inline depth, compiled-assert attribution, secure-CRT context, or LTCG custom convention; no faithful per-function source edit can steer it.
?pop_front@?$intrusive_spsc_queue@Usound_order@sound@vostok@@U123@$03@vostok@@QAEPAUsound_order@sound@2@AAPAU342@@Z	vostok/intrusive_spsc_queue_inline.h	vostok	done	MATCH	100	100	100	1	75		2514d4f92b4a	auto: at 100% ceiling, demoted from queue
?pop_front@?$intrusive_spsc_queue@Vasynchronous_device_query@fs_new@vostok@@V?$threads_channel_query_base_helper@Vasynchronous_device_query@fs_new@vostok@@@3@$03@vostok@@QAEPAVasynchronous_device_query@fs_new@2@AAPAV342@@Z	vostok/intrusive_spsc_queue_inline.h	vostok	done	MATCH	100	100	100	1	123		2514d4f92b4a	auto: at 100% ceiling, demoted from queue
?pop_front@?$intrusive_spsc_queue@Vorder@network@vostok@@V123@$03@vostok@@QAEPAVorder@network@2@AAPAV342@@Z	vostok/intrusive_spsc_queue_inline.h	vostok	done	MATCH	100	100	100	1	99		2514d4f92b4a	auto: at 100% ceiling, demoted from queue
?pop_hit_type@body_part_parameters@survarium@@QAEPAVhit_type_parameters@2@XZ	vostok/game_core/sources/body_part_parameters.cpp	game_core	done	MATCH	100	100	100	4	58		fdc46d9e6583	auto: at 100% ceiling, demoted from queue
?pop_jittering@temporal_projection_matrix_modifier@render@vostok@@QAEXXZ	vostok/render/engine/sources/temporal_projection_matrix_modifier.cpp	render	done	MATCH	100	100	100	1	38	f	8541a5420b8a	
?pop_landing_point@ladder@survarium@@QAEPAVlanding_point@2@XZ	vostok/game_core/sources/ladder.cpp	game_core	done	MATCH	100	100	100	0	27		33c9bb5e9bb3	[DONE 99.7%] target reserves a larger stack frame (LTCG callee temps), non-steerable
?pop_null_node@?$intrusive_mpsc_queue@Vasynchronous_device_query@fs_new@vostok@@V?$threads_channel_query_base_helper@Vasynchronous_device_query@fs_new@vostok@@@3@$0A@@vostok@@QAEPAVasynchronous_device_query@fs_new@2@XZ	vostok/intrusive_mpsc_queue_inline.h	vostok	done	MATCH	100	100	100	1	91		fdb12baa2a68	auto: at 100% ceiling, demoted from queue
?pop_null_node@?$intrusive_spsc_queue@Usound_order@sound@vostok@@U123@$03@vostok@@QAEPAUsound_order@sound@2@XZ	vostok/intrusive_spsc_queue_inline.h	vostok	done	MATCH	100	100	100	1	59		fdb12baa2a68	auto: at 100% ceiling, demoted from queue
?pop_null_node@?$intrusive_spsc_queue@Vorder@network@vostok@@V123@$03@vostok@@QAEPAVorder@network@2@XZ	vostok/intrusive_spsc_queue_inline.h	vostok	done	MATCH	100	100	100	0	91		fdb12baa2a68	
?pop_parameter@action_instance@planning@ai@vostok@@QAEPAVaction_parameter@234@XZ	vostok/ai/sources/action_instance.cpp	ai	done	MATCH	100	100	100	1	90		7fa968917ed5	auto: at 100% ceiling, demoted from queue
?pop_parameter@goal@planning@ai@vostok@@QAEPAVaction_parameter@234@XZ	vostok/ai/sources/goal.cpp	ai	done	MATCH	100	100	100	1	103		a72709242eb9	auto: at 100% ceiling, demoted from queue
?pop_state@fsm@ai@vostok@@QAEPAUfsm_state@23@XZ	vostok/ai/sources/fsm.cpp	ai	parked	MATCH	99.6667	99.6667	99.6667	1	21		c3748b59521f	/Od boundary tail at >=99.6%: single empty-call/frame-slot/reloc residual from the LTCG inline fixpoint (same classes as the parked cohort).
?pop_subfilter@base_filter@planning@ai@vostok@@QAEPAV1234@XZ	vostok/ai/sources/base_filter.cpp	ai	done	MATCH	100	100	100	1	84		cbe13ef35eba	auto: at 100% ceiling, demoted from queue
?pop_threshold@body_part_parameters@survarium@@QAEPAVaffects_threshold@2@XZ	vostok/game_core/sources/body_part_parameters.cpp	game_core	done	MATCH	100	100	100	4	58		70437761c3d4	auto: at 100% ceiling, demoted from queue
?pop_weapon@human_npc@survarium@@QAEPAVobject_weapon@2@XZ	vostok/game/sources/human_npc.cpp	game	done	MATCH	100	100	100	1	16	f	bbcb1d3e9aa4	/Od-LTCG inline boundary (op=/free-helper/conv class) on faithful structure - same mechanism as the parked ai/network cohorts.
?populate@grass_world@render@vostok@@QAEXM@Z	vostok/render/engine/sources/grass_world.cpp	render	parked	QUANTITY	71.8104	71.8104	71.8104	3	1457		985a103a0c34	Target and base expose the exact same ten named locals and nine callees; both inline find_patch and merge_patches through init_collision and merge_instances. The 18:19 statement and 72:80 block residual comes from different STL vector lookup/growth expansion and scheduling, not a missing loop or call.
?populate_forest@speedtree_forest@render@vostok@@QAEXXZ	vostok/render/engine/sources/speedtree_forest.cpp	render	done	MATCH	100	100	100	1	1141		f62a9f4268aa	auto: at 100% ceiling, demoted from queue
?populate_grass@world@engine@render@vostok@@QAEXABV?$resource_ptr@Ubase_scene@render@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@4@@Z	vostok/render/engine/sources/render_engine_world_pc_dx11.cpp	render	done	MATCH	100	100	100	4	21	f	137f554ee0f6	Restoring the target-inline scene_renderer grass command body naturally retains this engine::world entry; it measures byte-exact without a reachability anchor.
?populate_speedtree_forest@scene@render@vostok@@QAEXXZ	vostok/render/engine/sources/scene.cpp	render	done	MATCH	100	100	100	1	13	f	820372bf2800	
?populate_speedtree_forest@world@engine@render@vostok@@QAEXABV?$resource_ptr@Ubase_scene@render@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@4@@Z	vostok/render/engine/sources/render_engine_world_pc_dx11.cpp	render	done	MATCH	100	100	100	2	21	f	137f554ee0f6	Restored world option-change orchestration and render reset/reload root cone from target evidence.
?port@endpoint@detail@ip@asio@boost@@QBEGXZ	boost/asio/ip/detail/impl/endpoint.ipp	boost	done	MATCH	100	100	100	1	82		cdb7aa340b13	auto: at 100% ceiling, demoted from queue
?portal_screen_rect_to_four_points@culling@render@vostok@@YA_NABVaab_rect@123@ABVplane@math@3@ABVfloat4x4@63@0AAY03Vfloat3@63@AAV4123@@Z	vostok/render/engine/sources/portal_sector_system.cpp	render	parked	SIZE	60.4264	60.4264	60.4264	8	2551	f	7a5dbf55021f	Fresh full-body audit: target/base have the exact five optimized locals, 17 emitted statements, identical 12-block CFG/branch destinations, four plane intersections, get_intersection_rect, fallback copy, and return flow. The complete residual lies inside the eight inlined float4x4::transform(float3) statements. Retail's source checksum for math_float4x4_inline.h is dc285532e4679a2cca621538cc0db0bc and differs from every in-repo historical blob, so score movement between explicit float3(temp.x,temp.y,temp.z) and temp.xyz() cannot recover the retail token spelling. Current spelling is the recovered X-Ray source; exact PDB structure is established, with a concrete unrecovered shared-header checksum/LTCG wall.
?position@player@survarium@@EBEABVfloat3@math@vostok@@XZ	vostok/game/sources/player.h	game	done	MATCH	100	100	100	1	7	f	cca7db7de1ed	Restored target access boundaries and target-evidenced get_transform body; the sole residual now emits exact m_current.transform access and the unit is 12/12 exact.
?position@terrain_data@collision@vostok@@QBE?AVfloat3@math@3@G@Z	vostok/collision/sources/terrain_data.cpp	collision	done	MATCH	100	100	100	1	89	f	4e25246f55a3	auto: at 100% ceiling, demoted from queue
?positionGet@ByteArray@fl_utils@Instances@AS3@GFx@Scaleform@@QAEXAAK@Z	src/gfx/as3/obj/utils/as3_obj_utils_bytearray.cpp	gfx	done	MATCH	100	100	100	0	12	f	b8dc9bd61780	
?positionGet@Matrix3D@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXAAV?$SPtr@VVector3D@fl_geom@Instances@AS3@GFx@Scaleform@@@456@@Z	src/gfx/as3/obj/geom/as3_obj_geom_matrix3d.cpp	gfx	done	MATCH	100	100	100	0	202	f	0eb345758354	
?positionGet@SoundChannel@fl_media@Instances@AS3@GFx@Scaleform@@QAEXAAN@Z	src/gfx/as3/obj/media/as3_obj_media_soundchannel.cpp	gfx	done	MATCH	100	100	100	0	47	f	867c0a5c1535	
?positionSet@ByteArray@fl_utils@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@K@Z	src/gfx/as3/obj/utils/as3_obj_utils_bytearray.cpp	gfx	done	MATCH	100	100	100	0	10	f	9c55703b0f3d	
?positionSet@Matrix3D@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@PAVVector3D@23456@@Z	src/gfx/as3/obj/geom/as3_obj_geom_matrix3d.cpp	gfx	done	MATCH	100	100	100	0	107		22c8bf52188f	
?positional_users_count@resource_quality@resources@vostok@@ABEIPBVresource_base@23@@Z	vostok/core/sources/resources_resource_quality.cpp	core	done	MATCH	100	100	100	1	166	f	1a4e03be2eee	Archived body and target statement structure agree. Residual is the directly-proven mutex RAII call boundary: target stack-passes the lock pointer while candidate passes it in ECX; resulting one-byte shifts and alignment pads account for the remaining flow layout.
?postCreateDepthStencilSurface@TextureManager@Render@Scaleform@@IAEPAVDepthStencilSurface@23@PAV423@@Z	src/render/render_image.cpp	gfx	done	MATCH	100	100	100	0	198	f	59aad365ef5c	
?postCreateTexture@TextureManager@Render@Scaleform@@IAEPAVTexture@23@PAV423@I@Z	src/render/render_image.cpp	gfx	done	MATCH	100	100	100	0	293	f	9e1e8c0a7a62	
