rva	name	size	type	comment
0x997780	DAT_009a7780	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9977a4	DAT_009a77a4	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9977ac states=1 points to this unwind map
0x9977ac	DAT_009a77ac	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9977d0	DAT_009a77d0	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9977d8 states=1 points to this unwind map
0x9977d8	DAT_009a77d8	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9977fc	DAT_009a77fc	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997804 states=1 points to this unwind map
0x997804	DAT_009a7804	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997828	DAT_009a7828	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997830 states=1 points to this unwind map
0x997830	DAT_009a7830	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997854	DAT_009a7854	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x99785c states=1 points to this unwind map
0x99785c	DAT_009a785c	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997880	DAT_009a7880	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997888 states=1 points to this unwind map
0x997888	DAT_009a7888	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9978ac	DAT_009a78ac	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9978b4 states=1 points to this unwind map
0x9978b4	DAT_009a78b4	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9978d8	DAT_009a78d8	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9978e0 states=1 points to this unwind map
0x9978e0	DAT_009a78e0	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997904	DAT_009a7904	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x99790c states=1 points to this unwind map
0x99790c	DAT_009a790c	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997930	DAT_009a7930	0x18	EH::UnwindMapEntry[3]	reviewed retail metadata: FuncInfo 0x997948 states=3 points to this unwind map
0x997948	DAT_009a7948	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x99796c	DAT_009a796c	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997974 states=1 points to this unwind map
0x997974	DAT_009a7974	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997998	DAT_009a7998	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9979a0 states=1 points to this unwind map
0x9979a0	DAT_009a79a0	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9979c4	DAT_009a79c4	0x10	EH::UnwindMapEntry[2]	reviewed retail metadata: FuncInfo 0x9979d4 states=2 points to this unwind map
0x9979d4	DAT_009a79d4	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9979f8	DAT_009a79f8	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997a18	DAT_009a7a18	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997a38	DAT_009a7a38	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997a58	DAT_009a7a58	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997a78	DAT_009a7a78	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997a98	DAT_009a7a98	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997ab8	DAT_009a7ab8	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997ad8	DAT_009a7ad8	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997af8	DAT_009a7af8	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997b18	DAT_009a7b18	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997b88	UNPROVISIONED_009a7b88	0xc	SEH3::ScopeTable[1]	reviewed retail metadata: SEH3 header and 1 validated scope record(s) prove this extent
0x997b98	UNPROVISIONED_009a7b98	0xc	SEH3::ScopeTable[1]	reviewed retail metadata: SEH3 header and 1 validated scope record(s) prove this extent
0x997ba8	UNPROVISIONED_009a7ba8	0xc	SEH3::ScopeTable[1]	reviewed retail metadata: SEH3 header and 1 validated scope record(s) prove this extent
0x997bb8	UNPROVISIONED_009a7bb8	0xc	SEH3::ScopeTable[1]	reviewed retail metadata: SEH3 header and 1 validated scope record(s) prove this extent
0x997bc8	UNPROVISIONED_009a7bc8	0xc	SEH3::ScopeTable[1]	reviewed retail metadata: SEH3 header and 1 validated scope record(s) prove this extent
0x997bd8	UNPROVISIONED_009a7bd8	0xc	SEH3::ScopeTable[1]	reviewed retail metadata: SEH3 header and 1 validated scope record(s) prove this extent
0x997be8	UNPROVISIONED_009a7be8	0xc	SEH3::ScopeTable[1]	reviewed retail metadata: SEH3 header and 1 validated scope record(s) prove this extent
0x997bf8	UNPROVISIONED_009a7bf8	0xc	SEH3::ScopeTable[1]	reviewed retail metadata: SEH3 header and 1 validated scope record(s) prove this extent
0x997c08	DAT_009a7c08	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x99cf48	$SG6136	0x3	char[3]	vorbisfile.obj literal "rb" used by ov_fopen; symbol and extent re-proven from the retail-configured object
0x99ecd0	?_names@?1??_get_fname@@9@9	0xe8	struct { unsigned opcode; char* name; }[29]	MSVC CRT fpexcept.obj _get_fname opcode/name table; object CodeView gives the exact symbol and 232-byte array type
0xa8a4b4	?_S_count@?1??_M_count@Init@_Locale_impl@stlp_std@@ABEAAV_Refcount_Base@4@XZ@4V54@A	0x4	stlp_std::_Refcount_Base	STLport locale_impl.o function-local static; exact COMDAT name, type, and extent recovered from shipped library object CodeView
0xa8b0d8	?system_category_const@?1??system_category@system@boost@@YAABVerror_category@23@XZ@4Vsystem_error_category@?A0xfdd9f3ac@@B	0x4	boost::system::system_error_category const	Boost.System error_code.obj function-local singleton; exact COMDAT name and extent recovered from the shipped library object
0xa8b0dc	?$S2@?1??system_category@system@boost@@YAABVerror_category@23@XZ@4IA	0x4	unsigned	MSVC guard for system_category_const; exact COMDAT name and extent recovered from Boost.System error_code.obj
0xa8b0e0	?generic_category_const@?1??generic_category@system@boost@@YAABVerror_category@23@XZ@4Vgeneric_error_category@?A0xfdd9f3ac@@B	0x4	boost::system::generic_error_category const	Boost.System error_code.obj function-local singleton; exact COMDAT name and extent recovered from the shipped library object
0xa8b0e4	?$S3@?1??generic_category@system@boost@@YAABVerror_category@23@XZ@4IA	0x4	unsigned	MSVC guard for generic_category_const; exact COMDAT name and extent recovered from Boost.System error_code.obj
0xa8b0e8	?unknown_err@?1??message@generic_error_category@?A0xfdd9f3ac@@UBE?AV?$basic_string@DV?$char_traits@D@stlp_std@@V?$allocator@D@2@@stlp_std@@H@Z@4V45@A	0x18	stlp_std::string	Boost.System error_code.obj cached function-local "Unknown error" string; exact COMDAT name and 24-byte extent recovered from the shipped library object
0xa8b100	?$S1@?1??message@generic_error_category@?A0xfdd9f3ac@@UBE?AV?$basic_string@DV?$char_traits@D@stlp_std@@V?$allocator@D@2@@stlp_std@@H@Z@4IA	0x4	unsigned	MSVC guard for unknown_err; exact COMDAT name and extent recovered from Boost.System error_code.obj
0xa8b104	_errno_ecat	0x4	boost::system::error_category const&	Boost.System deprecated errno_ecat reference; exact name and offset recovered from the shipped error_code.obj
0xa8b110	_native_ecat	0x4	boost::system::error_category const&	Boost.System deprecated native_ecat reference; exact name and offset recovered from the shipped error_code.obj
0xa8b114	_posix_category	0x4	boost::system::error_category const&	Boost.System deprecated posix_category reference; exact name and offset recovered from the shipped error_code.obj
0xa8b12c	_g_bTextureFlip	0x1	bool	SpeedTree Core.obj texture-orientation flag; exact COFF name and offset recovered from the shipped library object
0xa8b134	_c_vLHCS_Zup_Right	0xc	SpeedTree::Vec3	SpeedTree Core.obj TU-local coordinate constant; exact COFF name and offset recovered from the shipped library object
0xa8b140	_g_acSharedHeapBlocks	0x1140	SpeedTree::CSharedHeapBlock[16]	SpeedTree Core.obj shared temporary-heap blocks; constructor count 16 and element stride 0x114 confirm the exact extent
0xa8c280	_g_cErrorHandler	0x5110	SpeedTree::CErrorHandler	SpeedTree Core.obj error handler; exact COFF name and extent bounded by the next object symbol in the shipped library member
0xa91390	_g_strEvalKey	0x108	SpeedTree::CBasicFixedString<256>	SpeedTree Core.obj evaluation key; exact COFF name and PDB-confirmed class size recover the extent
0xa91498	_c_vLHCS_Zup_Out	0xc	SpeedTree::Vec3	SpeedTree Core.obj TU-local coordinate constant; exact COFF name and offset recovered from the shipped library object
0xa914a4	_c_vRHCS_Yup_Right	0xc	SpeedTree::Vec3	SpeedTree Core.obj TU-local coordinate constant; exact COFF name and offset recovered from the shipped library object
0xa914b0	_c_vRHCS_Yup_Up	0xc	SpeedTree::Vec3	SpeedTree Core.obj TU-local coordinate constant; exact COFF name and offset recovered from the shipped library object
0xa914bc	_c_vLHCS_Yup_Out	0xc	SpeedTree::Vec3	SpeedTree Core.obj TU-local coordinate constant; exact COFF name and offset recovered from the shipped library object
0xa914c8	_c_vLHCS_Zup_Up	0xc	SpeedTree::Vec3	SpeedTree Core.obj TU-local coordinate constant; exact COFF name and offset recovered from the shipped library object
0xa914d4	_c_vRHCS_Yup_Out	0xc	SpeedTree::Vec3	SpeedTree Core.obj TU-local coordinate constant; exact COFF name and offset recovered from the shipped library object
0xa914e0	_c_vLHCS_Yup_Up	0xc	SpeedTree::Vec3	SpeedTree Core.obj TU-local coordinate constant; exact COFF name and offset recovered from the shipped library object
0xa914ec	_c_vLHCS_Yup_Right	0xc	SpeedTree::Vec3	SpeedTree Core.obj TU-local coordinate constant; exact COFF name and offset recovered from the shipped library object
0xa914f8	_g_cSharedHeapMutex	0x18	CRITICAL_SECTION	SpeedTree Core.obj shared-heap mutex; imported InitializeCriticalSection/DeleteCriticalSection calls prove the Win32 type and extent
0xa91514	_c_vLHCS_Zup_Right	0xc	SpeedTree::Vec3	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa9152c	_c_vLHCS_Zup_Out	0xc	SpeedTree::Vec3	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa91538	_c_vRHCS_Yup_Right	0xc	SpeedTree::Vec3	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa91544	_c_vRHCS_Yup_Up	0xc	SpeedTree::Vec3	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa9155c	_c_vLHCS_Yup_Out	0xc	SpeedTree::Vec3	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa91568	_g_cDefaultCoordSys	0x4	SpeedTree::CDefaultCoordinateSystem	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa91578	_c_vLHCS_Zup_Up	0xc	SpeedTree::Vec3	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa91584	_c_vLHCS_Yup_Up	0xc	SpeedTree::Vec3	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa91590	_g_cLHCS_Zup	0x4	SpeedTree::CLHCS_Zup	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa91594	_c_vLHCS_Yup_Right	0xc	SpeedTree::Vec3	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa915a0	_c_vRHCS_Yup_Out	0xc	SpeedTree::Vec3	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa915ac	_g_cRHCS_Yup	0x4	SpeedTree::CRHCS_Yup	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa915b0	_g_cLHCS_Yup	0x4	SpeedTree::CLHCS_Yup	SpeedTree CoordSys.obj private static; exact COFF name, object offset, and target PDB class size recover the allocation
0xa915b4	_c_vLHCS_Zup_Right	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 1; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa915c0	_c_vLHCS_Zup_Out	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 1; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa915cc	_c_vRHCS_Yup_Right	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 1; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa915d8	_c_vRHCS_Yup_Up	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 1; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa915e4	_c_vLHCS_Yup_Out	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 1; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa915f0	_c_vLHCS_Zup_Up	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 1; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa915fc	_c_vLHCS_Yup_Up	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 1; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa91608	_c_vLHCS_Yup_Right	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 1; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa91614	_c_vRHCS_Yup_Out	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 1; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa91620	_c_vLHCS_Zup_Right	0xc	SpeedTree::Vec3	SpeedTree Parser.obj TU-local coordinate constant; exact owner is anchored by g_sEmptyDrawCallInfo at the end of this object contribution
0xa9162c	_c_vLHCS_Zup_Out	0xc	SpeedTree::Vec3	SpeedTree Parser.obj TU-local coordinate constant; exact owner is anchored by g_sEmptyDrawCallInfo at the end of this object contribution
0xa91638	_c_vRHCS_Yup_Right	0xc	SpeedTree::Vec3	SpeedTree Parser.obj TU-local coordinate constant; exact owner is anchored by g_sEmptyDrawCallInfo at the end of this object contribution
0xa91644	_c_vRHCS_Yup_Up	0xc	SpeedTree::Vec3	SpeedTree Parser.obj TU-local coordinate constant; exact owner is anchored by g_sEmptyDrawCallInfo at the end of this object contribution
0xa91650	_c_vLHCS_Yup_Out	0xc	SpeedTree::Vec3	SpeedTree Parser.obj TU-local coordinate constant; exact owner is anchored by g_sEmptyDrawCallInfo at the end of this object contribution
0xa9165c	_c_vLHCS_Zup_Up	0xc	SpeedTree::Vec3	SpeedTree Parser.obj TU-local coordinate constant; exact owner is anchored by g_sEmptyDrawCallInfo at the end of this object contribution
0xa91668	_c_vLHCS_Yup_Up	0xc	SpeedTree::Vec3	SpeedTree Parser.obj TU-local coordinate constant; exact owner is anchored by g_sEmptyDrawCallInfo at the end of this object contribution
0xa91674	_c_vLHCS_Yup_Right	0xc	SpeedTree::Vec3	SpeedTree Parser.obj TU-local coordinate constant; exact owner is anchored by g_sEmptyDrawCallInfo at the end of this object contribution
0xa91680	_c_vRHCS_Yup_Out	0xc	SpeedTree::Vec3	SpeedTree Parser.obj TU-local coordinate constant; exact owner is anchored by g_sEmptyDrawCallInfo at the end of this object contribution
0xa916a0	_c_vLHCS_Zup_Right	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 2; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa916ac	_c_vLHCS_Zup_Out	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 2; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa916b8	_c_vRHCS_Yup_Right	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 2; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa916c4	_c_vRHCS_Yup_Up	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 2; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa916d0	_c_vLHCS_Yup_Out	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 2; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa916dc	_c_vLHCS_Zup_Up	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 2; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa916e8	_c_vLHCS_Yup_Up	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 2; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa916f4	_c_vLHCS_Yup_Right	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 2; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa91700	_c_vRHCS_Yup_Out	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 2; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa9170c	_c_vLHCS_Zup_Right	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 3; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa91718	_c_vLHCS_Zup_Out	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 3; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa91724	_c_vRHCS_Yup_Right	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 3; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa91730	_c_vRHCS_Yup_Up	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 3; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
0xa9173c	_c_vLHCS_Yup_Out	0xc	SpeedTree::Vec3	SpeedTree SDK linked TU-local coordinate set 3; exact COFF name, 0x6c contribution layout, and Vec3 extent recovered from the shipped library objects
